date,City,Year,Population,Month
2014-03-01,Annapolis,2014,38915.5,3
2014-04-01,Annapolis,2014,38965.75,4
2014-05-01,Annapolis,2014,39016.0,5
2014-06-01,Annapolis,2014,39066.25,6
2014-07-01,Annapolis,2014,39116.5,7
2014-08-01,Annapolis,2014,39166.75,8
2014-09-01,Annapolis,2014,39217.0,9
2014-10-01,Annapolis,2014,39267.25,10
2014-11-01,Annapolis,2014,39317.5,11
2014-12-01,Annapolis,2014,39367.75,12
2015-01-01,Annapolis,2015,39418.0,1
2015-02-01,Annapolis,2015,39413.416666666664,2
2015-03-01,Annapolis,2015,39408.833333333336,3
2015-04-01,Annapolis,2015,39404.25,4
2015-05-01,Annapolis,2015,39399.666666666664,5
2015-06-01,Annapolis,2015,39395.083333333336,6
2015-07-01,Annapolis,2015,39390.5,7
2015-08-01,Annapolis,2015,39385.916666666664,8
2015-09-01,Annapolis,2015,39381.333333333336,9
2015-10-01,Annapolis,2015,39376.75,10
2015-11-01,Annapolis,2015,39372.166666666664,11
2015-12-01,Annapolis,2015,39367.583333333336,12
2000-01-01,Atlanta,2000,419382.0,1
2000-02-01,Atlanta,2000,419731.0833333333,2
2000-03-01,Atlanta,2000,420080.1666666667,3
2000-04-01,Atlanta,2000,420429.25,4
2000-05-01,Atlanta,2000,420778.3333333333,5
2000-06-01,Atlanta,2000,421127.4166666667,6
2000-07-01,Atlanta,2000,421476.5,7
2000-08-01,Atlanta,2000,421825.5833333333,8
2000-09-01,Atlanta,2000,422174.6666666667,9
2000-10-01,Atlanta,2000,422523.75,10
2000-11-01,Atlanta,2000,422872.8333333333,11
2000-12-01,Atlanta,2000,423221.9166666667,12
2001-01-01,Atlanta,2001,423571.0,1
2001-02-01,Atlanta,2001,423605.4166666667,2
2001-03-01,Atlanta,2001,423639.8333333333,3
2001-04-01,Atlanta,2001,423674.25,4
2001-05-01,Atlanta,2001,423708.6666666667,5
2001-06-01,Atlanta,2001,423743.0833333333,6
2001-07-01,Atlanta,2001,423777.5,7
2001-08-01,Atlanta,2001,423811.9166666667,8
2001-09-01,Atlanta,2001,423846.3333333333,9
2001-10-01,Atlanta,2001,423880.75,10
2001-11-01,Atlanta,2001,423915.1666666667,11
2001-12-01,Atlanta,2001,423949.5833333333,12
2002-01-01,Atlanta,2002,423984.0,1
2002-02-01,Atlanta,2002,424175.75,2
2002-03-01,Atlanta,2002,424367.5,3
2002-04-01,Atlanta,2002,424559.25,4
2002-05-01,Atlanta,2002,424751.0,5
2002-06-01,Atlanta,2002,424942.75,6
2002-07-01,Atlanta,2002,425134.5,7
2002-08-01,Atlanta,2002,425326.25,8
2002-09-01,Atlanta,2002,425518.0,9
2002-10-01,Atlanta,2002,425709.75,10
2002-11-01,Atlanta,2002,425901.5,11
2002-12-01,Atlanta,2002,426093.25,12
2003-01-01,Atlanta,2003,426285.0,1
2003-02-01,Atlanta,2003,426291.1666666667,2
2003-03-01,Atlanta,2003,426297.3333333333,3
2003-04-01,Atlanta,2003,426303.5,4
2003-05-01,Atlanta,2003,426309.6666666667,5
2003-06-01,Atlanta,2003,426315.8333333333,6
2003-07-01,Atlanta,2003,426322.0,7
2003-08-01,Atlanta,2003,426328.1666666667,8
2003-09-01,Atlanta,2003,426334.3333333333,9
2003-10-01,Atlanta,2003,426340.5,10
2003-11-01,Atlanta,2003,426346.6666666667,11
2003-12-01,Atlanta,2003,426352.8333333333,12
2004-01-01,Atlanta,2004,426359.0,1
2004-02-01,Atlanta,2004,426788.4166666667,2
2004-03-01,Atlanta,2004,427217.8333333333,3
2004-04-01,Atlanta,2004,427647.25,4
2004-05-01,Atlanta,2004,428076.6666666667,5
2004-06-01,Atlanta,2004,428506.0833333333,6
2004-07-01,Atlanta,2004,428935.5,7
2004-08-01,Atlanta,2004,429364.9166666667,8
2004-09-01,Atlanta,2004,429794.3333333333,9
2004-10-01,Atlanta,2004,430223.75,10
2004-11-01,Atlanta,2004,430653.1666666667,11
2004-12-01,Atlanta,2004,431082.5833333333,12
2005-01-01,Atlanta,2005,431512.0,1
2005-02-01,Atlanta,2005,432567.9166666667,2
2005-03-01,Atlanta,2005,433623.8333333333,3
2005-04-01,Atlanta,2005,434679.75,4
2005-05-01,Atlanta,2005,435735.6666666667,5
2005-06-01,Atlanta,2005,436791.5833333333,6
2005-07-01,Atlanta,2005,437847.5,7
2005-08-01,Atlanta,2005,438903.4166666667,8
2005-09-01,Atlanta,2005,439959.3333333333,9
2005-10-01,Atlanta,2005,441015.25,10
2005-11-01,Atlanta,2005,442071.1666666667,11
2005-12-01,Atlanta,2005,443127.0833333333,12
2006-01-01,Atlanta,2006,444183.0,1
2006-02-01,Atlanta,2006,445435.8333333333,2
2006-03-01,Atlanta,2006,446688.6666666667,3
2006-04-01,Atlanta,2006,447941.5,4
2006-05-01,Atlanta,2006,449194.3333333333,5
2006-06-01,Atlanta,2006,450447.1666666667,6
2006-07-01,Atlanta,2006,451700.0,7
2006-08-01,Atlanta,2006,452952.8333333333,8
2006-09-01,Atlanta,2006,454205.6666666667,9
2006-10-01,Atlanta,2006,455458.5,10
2006-11-01,Atlanta,2006,456711.3333333333,11
2006-12-01,Atlanta,2006,457964.1666666667,12
2007-01-01,Atlanta,2007,459217.0,1
2007-02-01,Atlanta,2007,460491.3333333333,2
2007-03-01,Atlanta,2007,461765.6666666667,3
2007-04-01,Atlanta,2007,463040.0,4
2007-05-01,Atlanta,2007,464314.3333333333,5
2007-06-01,Atlanta,2007,465588.6666666667,6
2007-07-01,Atlanta,2007,466863.0,7
2007-08-01,Atlanta,2007,468137.3333333333,8
2007-09-01,Atlanta,2007,469411.6666666667,9
2007-10-01,Atlanta,2007,470686.0,10
2007-11-01,Atlanta,2007,471960.3333333333,11
2007-12-01,Atlanta,2007,473234.6666666667,12
2008-01-01,Atlanta,2008,474509.0,1
2008-02-01,Atlanta,2008,475254.0833333333,2
2008-03-01,Atlanta,2008,475999.1666666667,3
2008-04-01,Atlanta,2008,476744.25,4
2008-05-01,Atlanta,2008,477489.3333333333,5
2008-06-01,Atlanta,2008,478234.4166666667,6
2008-07-01,Atlanta,2008,478979.5,7
2008-08-01,Atlanta,2008,479724.5833333333,8
2008-09-01,Atlanta,2008,480469.6666666667,9
2008-10-01,Atlanta,2008,481214.75,10
2008-11-01,Atlanta,2008,481959.8333333333,11
2008-12-01,Atlanta,2008,482704.9166666667,12
2009-01-01,Atlanta,2009,483450.0,1
2009-02-01,Atlanta,2009,478947.0,2
2009-03-01,Atlanta,2009,474444.0,3
2009-04-01,Atlanta,2009,469941.0,4
2009-05-01,Atlanta,2009,465438.0,5
2009-06-01,Atlanta,2009,460935.0,6
2009-07-01,Atlanta,2009,456432.0,7
2009-08-01,Atlanta,2009,451929.0,8
2009-09-01,Atlanta,2009,447426.0,9
2009-10-01,Atlanta,2009,442923.0,10
2009-11-01,Atlanta,2009,438420.0,11
2009-12-01,Atlanta,2009,433917.0,12
2010-01-01,Atlanta,2010,429414.0,1
2010-02-01,Atlanta,2010,430118.0833333333,2
2010-03-01,Atlanta,2010,430822.1666666667,3
2010-04-01,Atlanta,2010,431526.25,4
2010-05-01,Atlanta,2010,432230.3333333333,5
2010-06-01,Atlanta,2010,432934.4166666667,6
2010-07-01,Atlanta,2010,433638.5,7
2010-08-01,Atlanta,2010,434342.5833333333,8
2010-09-01,Atlanta,2010,435046.6666666667,9
2010-10-01,Atlanta,2010,435750.75,10
2010-11-01,Atlanta,2010,436454.8333333333,11
2010-12-01,Atlanta,2010,437158.9166666667,12
2011-01-01,Atlanta,2011,437863.0,1
2011-02-01,Atlanta,2011,438800.9166666667,2
2011-03-01,Atlanta,2011,439738.8333333333,3
2011-04-01,Atlanta,2011,440676.75,4
2011-05-01,Atlanta,2011,441614.6666666667,5
2011-06-01,Atlanta,2011,442552.5833333333,6
2011-07-01,Atlanta,2011,443490.5,7
2011-08-01,Atlanta,2011,444428.4166666667,8
2011-09-01,Atlanta,2011,445366.3333333333,9
2011-10-01,Atlanta,2011,446304.25,10
2011-11-01,Atlanta,2011,447242.1666666667,11
2011-12-01,Atlanta,2011,448180.0833333333,12
2012-01-01,Atlanta,2012,449118.0,1
2012-02-01,Atlanta,2012,449537.1666666667,2
2012-03-01,Atlanta,2012,449956.3333333333,3
2012-04-01,Atlanta,2012,450375.5,4
2012-05-01,Atlanta,2012,450794.6666666667,5
2012-06-01,Atlanta,2012,451213.8333333333,6
2012-07-01,Atlanta,2012,451633.0,7
2012-08-01,Atlanta,2012,452052.1666666667,8
2012-09-01,Atlanta,2012,452471.3333333333,9
2012-10-01,Atlanta,2012,452890.5,10
2012-11-01,Atlanta,2012,453309.6666666667,11
2012-12-01,Atlanta,2012,453728.8333333333,12
2013-01-01,Atlanta,2013,454148.0,1
2013-02-01,Atlanta,2013,454748.8333333333,2
2013-03-01,Atlanta,2013,455349.6666666667,3
2013-04-01,Atlanta,2013,455950.5,4
2013-05-01,Atlanta,2013,456551.3333333333,5
2013-06-01,Atlanta,2013,457152.1666666667,6
2013-07-01,Atlanta,2013,457753.0,7
2013-08-01,Atlanta,2013,458353.8333333333,8
2013-09-01,Atlanta,2013,458954.6666666667,9
2013-10-01,Atlanta,2013,459555.5,10
2013-11-01,Atlanta,2013,460156.3333333333,11
2013-12-01,Atlanta,2013,460757.1666666667,12
2014-01-01,Atlanta,2014,461358.0,1
2014-02-01,Atlanta,2014,461959.25,2
2014-03-01,Atlanta,2014,462560.5,3
2014-04-01,Atlanta,2014,463161.75,4
2014-05-01,Atlanta,2014,463763.0,5
2014-06-01,Atlanta,2014,464364.25,6
2014-07-01,Atlanta,2014,464965.5,7
2014-08-01,Atlanta,2014,465566.75,8
2014-09-01,Atlanta,2014,466168.0,9
2014-10-01,Atlanta,2014,466769.25,10
2014-11-01,Atlanta,2014,467370.5,11
2014-12-01,Atlanta,2014,467971.75,12
2015-01-01,Atlanta,2015,468573.0,1
2015-02-01,Atlanta,2015,469491.0833333333,2
2015-03-01,Atlanta,2015,470409.1666666667,3
2015-04-01,Atlanta,2015,471327.25,4
2015-05-01,Atlanta,2015,472245.3333333333,5
2015-06-01,Atlanta,2015,473163.4166666667,6
2015-07-01,Atlanta,2015,474081.5,7
2015-08-01,Atlanta,2015,474999.5833333333,8
2015-09-01,Atlanta,2015,475917.6666666667,9
2015-10-01,Atlanta,2015,476835.75,10
2015-11-01,Atlanta,2015,477753.8333333333,11
2015-12-01,Atlanta,2015,478671.9166666667,12
2000-01-01,Augusta,2000,18585.0,1
2000-02-01,Augusta,2000,18589.666666666668,2
2000-03-01,Augusta,2000,18594.333333333332,3
2000-04-01,Augusta,2000,18599.0,4
2000-05-01,Augusta,2000,18603.666666666668,5
2000-06-01,Augusta,2000,18608.333333333332,6
2000-07-01,Augusta,2000,18613.0,7
2000-08-01,Augusta,2000,18617.666666666668,8
2000-09-01,Augusta,2000,18622.333333333332,9
2000-10-01,Augusta,2000,18627.0,10
2000-11-01,Augusta,2000,18631.666666666668,11
2000-12-01,Augusta,2000,18636.333333333332,12
2001-01-01,Augusta,2001,18641.0,1
2001-02-01,Augusta,2001,18645.333333333332,2
2001-03-01,Augusta,2001,18649.666666666668,3
2001-04-01,Augusta,2001,18654.0,4
2001-05-01,Augusta,2001,18658.333333333332,5
2001-06-01,Augusta,2001,18662.666666666668,6
2001-07-01,Augusta,2001,18667.0,7
2001-08-01,Augusta,2001,18671.333333333332,8
2001-09-01,Augusta,2001,18675.666666666668,9
2001-10-01,Augusta,2001,18680.0,10
2001-11-01,Augusta,2001,18684.333333333332,11
2001-12-01,Augusta,2001,18688.666666666668,12
2002-01-01,Augusta,2002,18693.0,1
2002-02-01,Augusta,2002,18690.666666666668,2
2002-03-01,Augusta,2002,18688.333333333332,3
2002-04-01,Augusta,2002,18686.0,4
2002-05-01,Augusta,2002,18683.666666666668,5
2002-06-01,Augusta,2002,18681.333333333332,6
2002-07-01,Augusta,2002,18679.0,7
2002-08-01,Augusta,2002,18676.666666666668,8
2002-09-01,Augusta,2002,18674.333333333332,9
2002-10-01,Augusta,2002,18672.0,10
2002-11-01,Augusta,2002,18669.666666666668,11
2002-12-01,Augusta,2002,18667.333333333332,12
2003-01-01,Augusta,2003,18665.0,1
2003-02-01,Augusta,2003,18667.166666666668,2
2003-03-01,Augusta,2003,18669.333333333332,3
2003-04-01,Augusta,2003,18671.5,4
2003-05-01,Augusta,2003,18673.666666666668,5
2003-06-01,Augusta,2003,18675.833333333332,6
2003-07-01,Augusta,2003,18678.0,7
2003-08-01,Augusta,2003,18680.166666666668,8
2003-09-01,Augusta,2003,18682.333333333332,9
2003-10-01,Augusta,2003,18684.5,10
2003-11-01,Augusta,2003,18686.666666666668,11
2003-12-01,Augusta,2003,18688.833333333332,12
2004-01-01,Augusta,2004,18691.0,1
2004-02-01,Augusta,2004,18694.916666666668,2
2004-03-01,Augusta,2004,18698.833333333332,3
2004-04-01,Augusta,2004,18702.75,4
2004-05-01,Augusta,2004,18706.666666666668,5
2004-06-01,Augusta,2004,18710.583333333332,6
2004-07-01,Augusta,2004,18714.5,7
2004-08-01,Augusta,2004,18718.416666666668,8
2004-09-01,Augusta,2004,18722.333333333332,9
2004-10-01,Augusta,2004,18726.25,10
2004-11-01,Augusta,2004,18730.166666666668,11
2004-12-01,Augusta,2004,18734.083333333332,12
2005-01-01,Augusta,2005,18738.0,1
2005-02-01,Augusta,2005,18729.583333333332,2
2005-03-01,Augusta,2005,18721.166666666668,3
2005-04-01,Augusta,2005,18712.75,4
2005-05-01,Augusta,2005,18704.333333333332,5
2005-06-01,Augusta,2005,18695.916666666668,6
2005-07-01,Augusta,2005,18687.5,7
2005-08-01,Augusta,2005,18679.083333333332,8
2005-09-01,Augusta,2005,18670.666666666668,9
2005-10-01,Augusta,2005,18662.25,10
2005-11-01,Augusta,2005,18653.833333333332,11
2005-12-01,Augusta,2005,18645.416666666668,12
2006-01-01,Augusta,2006,18637.0,1
2006-02-01,Augusta,2006,18636.416666666668,2
2006-03-01,Augusta,2006,18635.833333333332,3
2006-04-01,Augusta,2006,18635.25,4
2006-05-01,Augusta,2006,18634.666666666668,5
2006-06-01,Augusta,2006,18634.083333333332,6
2006-07-01,Augusta,2006,18633.5,7
2006-08-01,Augusta,2006,18632.916666666668,8
2006-09-01,Augusta,2006,18632.333333333332,9
2006-10-01,Augusta,2006,18631.75,10
2006-11-01,Augusta,2006,18631.166666666668,11
2006-12-01,Augusta,2006,18630.583333333332,12
2007-01-01,Augusta,2007,18630.0,1
2007-02-01,Augusta,2007,18624.166666666668,2
2007-03-01,Augusta,2007,18618.333333333332,3
2007-04-01,Augusta,2007,18612.5,4
2007-05-01,Augusta,2007,18606.666666666668,5
2007-06-01,Augusta,2007,18600.833333333332,6
2007-07-01,Augusta,2007,18595.0,7
2007-08-01,Augusta,2007,18589.166666666668,8
2007-09-01,Augusta,2007,18583.333333333332,9
2007-10-01,Augusta,2007,18577.5,10
2007-11-01,Augusta,2007,18571.666666666668,11
2007-12-01,Augusta,2007,18565.833333333332,12
2008-01-01,Augusta,2008,18560.0,1
2008-02-01,Augusta,2008,18555.583333333332,2
2008-03-01,Augusta,2008,18551.166666666668,3
2008-04-01,Augusta,2008,18546.75,4
2008-05-01,Augusta,2008,18542.333333333332,5
2008-06-01,Augusta,2008,18537.916666666668,6
2008-07-01,Augusta,2008,18533.5,7
2008-08-01,Augusta,2008,18529.083333333332,8
2008-09-01,Augusta,2008,18524.666666666668,9
2008-10-01,Augusta,2008,18520.25,10
2008-11-01,Augusta,2008,18515.833333333332,11
2008-12-01,Augusta,2008,18511.416666666668,12
2009-01-01,Augusta,2009,18507.0,1
2009-02-01,Augusta,2009,18556.083333333332,2
2009-03-01,Augusta,2009,18605.166666666668,3
2009-04-01,Augusta,2009,18654.25,4
2009-05-01,Augusta,2009,18703.333333333332,5
2009-06-01,Augusta,2009,18752.416666666668,6
2009-07-01,Augusta,2009,18801.5,7
2009-08-01,Augusta,2009,18850.583333333332,8
2009-09-01,Augusta,2009,18899.666666666668,9
2009-10-01,Augusta,2009,18948.75,10
2009-11-01,Augusta,2009,18997.833333333332,11
2009-12-01,Augusta,2009,19046.916666666668,12
2010-01-01,Augusta,2010,19096.0,1
2010-02-01,Augusta,2010,19087.333333333332,2
2010-03-01,Augusta,2010,19078.666666666668,3
2010-04-01,Augusta,2010,19070.0,4
2010-05-01,Augusta,2010,19061.333333333332,5
2010-06-01,Augusta,2010,19052.666666666668,6
2010-07-01,Augusta,2010,19044.0,7
2010-08-01,Augusta,2010,19035.333333333332,8
2010-09-01,Augusta,2010,19026.666666666668,9
2010-10-01,Augusta,2010,19018.0,10
2010-11-01,Augusta,2010,19009.333333333332,11
2010-12-01,Augusta,2010,19000.666666666668,12
2011-01-01,Augusta,2011,18992.0,1
2011-02-01,Augusta,2011,18985.75,2
2011-03-01,Augusta,2011,18979.5,3
2011-04-01,Augusta,2011,18973.25,4
2011-05-01,Augusta,2011,18967.0,5
2011-06-01,Augusta,2011,18960.75,6
2011-07-01,Augusta,2011,18954.5,7
2011-08-01,Augusta,2011,18948.25,8
2011-09-01,Augusta,2011,18942.0,9
2011-10-01,Augusta,2011,18935.75,10
2011-11-01,Augusta,2011,18929.5,11
2011-12-01,Augusta,2011,18923.25,12
2012-01-01,Augusta,2012,18917.0,1
2012-02-01,Augusta,2012,18904.916666666668,2
2012-03-01,Augusta,2012,18892.833333333332,3
2012-04-01,Augusta,2012,18880.75,4
2012-05-01,Augusta,2012,18868.666666666668,5
2012-06-01,Augusta,2012,18856.583333333332,6
2012-07-01,Augusta,2012,18844.5,7
2012-08-01,Augusta,2012,18832.416666666668,8
2012-09-01,Augusta,2012,18820.333333333332,9
2012-10-01,Augusta,2012,18808.25,10
2012-11-01,Augusta,2012,18796.166666666668,11
2012-12-01,Augusta,2012,18784.083333333332,12
2013-01-01,Augusta,2013,18772.0,1
2013-02-01,Augusta,2013,18768.833333333332,2
2013-03-01,Augusta,2013,18765.666666666668,3
2013-04-01,Augusta,2013,18762.5,4
2013-05-01,Augusta,2013,18759.333333333332,5
2013-06-01,Augusta,2013,18756.166666666668,6
2013-07-01,Augusta,2013,18753.0,7
2013-08-01,Augusta,2013,18749.833333333332,8
2013-09-01,Augusta,2013,18746.666666666668,9
2013-10-01,Augusta,2013,18743.5,10
2013-11-01,Augusta,2013,18740.333333333332,11
2013-12-01,Augusta,2013,18737.166666666668,12
2014-01-01,Augusta,2014,18734.0,1
2014-02-01,Augusta,2014,18715.916666666668,2
2014-03-01,Augusta,2014,18697.833333333332,3
2014-04-01,Augusta,2014,18679.75,4
2014-05-01,Augusta,2014,18661.666666666668,5
2014-06-01,Augusta,2014,18643.583333333332,6
2014-07-01,Augusta,2014,18625.5,7
2014-08-01,Augusta,2014,18607.416666666668,8
2014-09-01,Augusta,2014,18589.333333333332,9
2014-10-01,Augusta,2014,18571.25,10
2014-11-01,Augusta,2014,18553.166666666668,11
2014-12-01,Augusta,2014,18535.083333333332,12
2015-01-01,Augusta,2015,18517.0,1
2015-02-01,Augusta,2015,18522.166666666668,2
2015-03-01,Augusta,2015,18527.333333333332,3
2015-04-01,Augusta,2015,18532.5,4
2015-05-01,Augusta,2015,18537.666666666668,5
2015-06-01,Augusta,2015,18542.833333333332,6
2015-07-01,Augusta,2015,18548.0,7
2015-08-01,Augusta,2015,18553.166666666668,8
2015-09-01,Augusta,2015,18558.333333333332,9
2015-10-01,Augusta,2015,18563.5,10
2015-11-01,Augusta,2015,18568.666666666668,11
2015-12-01,Augusta,2015,18573.833333333332,12
2000-01-01,Austin,2000,675370.0,1
2000-02-01,Austin,2000,676543.3333333334,2
2000-03-01,Austin,2000,677716.6666666666,3
2000-04-01,Austin,2000,678890.0,4
2000-05-01,Austin,2000,680063.3333333334,5
2000-06-01,Austin,2000,681236.6666666666,6
2000-07-01,Austin,2000,682410.0,7
2000-08-01,Austin,2000,683583.3333333334,8
2000-09-01,Austin,2000,684756.6666666666,9
2000-10-01,Austin,2000,685930.0,10
2000-11-01,Austin,2000,687103.3333333334,11
2000-12-01,Austin,2000,688276.6666666666,12
2001-01-01,Austin,2001,689450.0,1
2001-02-01,Austin,2001,689406.0833333334,2
2001-03-01,Austin,2001,689362.1666666666,3
2001-04-01,Austin,2001,689318.25,4
2001-05-01,Austin,2001,689274.3333333334,5
2001-06-01,Austin,2001,689230.4166666666,6
2001-07-01,Austin,2001,689186.5,7
2001-08-01,Austin,2001,689142.5833333334,8
2001-09-01,Austin,2001,689098.6666666666,9
2001-10-01,Austin,2001,689054.75,10
2001-11-01,Austin,2001,689010.8333333334,11
2001-12-01,Austin,2001,688966.9166666666,12
2002-01-01,Austin,2002,688923.0,1
2002-02-01,Austin,2002,689204.9166666666,2
2002-03-01,Austin,2002,689486.8333333334,3
2002-04-01,Austin,2002,689768.75,4
2002-05-01,Austin,2002,690050.6666666666,5
2002-06-01,Austin,2002,690332.5833333334,6
2002-07-01,Austin,2002,690614.5,7
2002-08-01,Austin,2002,690896.4166666666,8
2002-09-01,Austin,2002,691178.3333333334,9
2002-10-01,Austin,2002,691460.25,10
2002-11-01,Austin,2002,691742.1666666666,11
2002-12-01,Austin,2002,692024.0833333334,12
2003-01-01,Austin,2003,692306.0,1
2003-02-01,Austin,2003,693120.3333333334,2
2003-03-01,Austin,2003,693934.6666666666,3
2003-04-01,Austin,2003,694749.0,4
2003-05-01,Austin,2003,695563.3333333334,5
2003-06-01,Austin,2003,696377.6666666666,6
2003-07-01,Austin,2003,697192.0,7
2003-08-01,Austin,2003,698006.3333333334,8
2003-09-01,Austin,2003,698820.6666666666,9
2003-10-01,Austin,2003,699635.0,10
2003-11-01,Austin,2003,700449.3333333334,11
2003-12-01,Austin,2003,701263.6666666666,12
2004-01-01,Austin,2004,702078.0,1
2004-02-01,Austin,2004,703125.6666666666,2
2004-03-01,Austin,2004,704173.3333333334,3
2004-04-01,Austin,2004,705221.0,4
2004-05-01,Austin,2004,706268.6666666666,5
2004-06-01,Austin,2004,707316.3333333334,6
2004-07-01,Austin,2004,708364.0,7
2004-08-01,Austin,2004,709411.6666666666,8
2004-09-01,Austin,2004,710459.3333333334,9
2004-10-01,Austin,2004,711507.0,10
2004-11-01,Austin,2004,712554.6666666666,11
2004-12-01,Austin,2004,713602.3333333334,12
2005-01-01,Austin,2005,714650.0,1
2005-02-01,Austin,2005,716550.4166666666,2
2005-03-01,Austin,2005,718450.8333333334,3
2005-04-01,Austin,2005,720351.25,4
2005-05-01,Austin,2005,722251.6666666666,5
2005-06-01,Austin,2005,724152.0833333334,6
2005-07-01,Austin,2005,726052.5,7
2005-08-01,Austin,2005,727952.9166666666,8
2005-09-01,Austin,2005,729853.3333333334,9
2005-10-01,Austin,2005,731753.75,10
2005-11-01,Austin,2005,733654.1666666666,11
2005-12-01,Austin,2005,735554.5833333334,12
2006-01-01,Austin,2006,737455.0,1
2006-02-01,Austin,2006,738994.8333333334,2
2006-03-01,Austin,2006,740534.6666666666,3
2006-04-01,Austin,2006,742074.5,4
2006-05-01,Austin,2006,743614.3333333334,5
2006-06-01,Austin,2006,745154.1666666666,6
2006-07-01,Austin,2006,746694.0,7
2006-08-01,Austin,2006,748233.8333333334,8
2006-09-01,Austin,2006,749773.6666666666,9
2006-10-01,Austin,2006,751313.5,10
2006-11-01,Austin,2006,752853.3333333334,11
2006-12-01,Austin,2006,754393.1666666666,12
2007-01-01,Austin,2007,755933.0,1
2007-02-01,Austin,2007,757464.25,2
2007-03-01,Austin,2007,758995.5,3
2007-04-01,Austin,2007,760526.75,4
2007-05-01,Austin,2007,762058.0,5
2007-06-01,Austin,2007,763589.25,6
2007-07-01,Austin,2007,765120.5,7
2007-08-01,Austin,2007,766651.75,8
2007-09-01,Austin,2007,768183.0,9
2007-10-01,Austin,2007,769714.25,10
2007-11-01,Austin,2007,771245.5,11
2007-12-01,Austin,2007,772776.75,12
2008-01-01,Austin,2008,774308.0,1
2008-02-01,Austin,2008,775992.3333333334,2
2008-03-01,Austin,2008,777676.6666666666,3
2008-04-01,Austin,2008,779361.0,4
2008-05-01,Austin,2008,781045.3333333334,5
2008-06-01,Austin,2008,782729.6666666666,6
2008-07-01,Austin,2008,784414.0,7
2008-08-01,Austin,2008,786098.3333333334,8
2008-09-01,Austin,2008,787782.6666666666,9
2008-10-01,Austin,2008,789467.0,10
2008-11-01,Austin,2008,791151.3333333334,11
2008-12-01,Austin,2008,792835.6666666666,12
2009-01-01,Austin,2009,794520.0,1
2009-02-01,Austin,2009,795494.5,2
2009-03-01,Austin,2009,796469.0,3
2009-04-01,Austin,2009,797443.5,4
2009-05-01,Austin,2009,798418.0,5
2009-06-01,Austin,2009,799392.5,6
2009-07-01,Austin,2009,800367.0,7
2009-08-01,Austin,2009,801341.5,8
2009-09-01,Austin,2009,802316.0,9
2009-10-01,Austin,2009,803290.5,10
2009-11-01,Austin,2009,804265.0,11
2009-12-01,Austin,2009,805239.5,12
2010-01-01,Austin,2010,806214.0,1
2010-02-01,Austin,2010,808076.9166666666,2
2010-03-01,Austin,2010,809939.8333333334,3
2010-04-01,Austin,2010,811802.75,4
2010-05-01,Austin,2010,813665.6666666666,5
2010-06-01,Austin,2010,815528.5833333334,6
2010-07-01,Austin,2010,817391.5,7
2010-08-01,Austin,2010,819254.4166666666,8
2010-09-01,Austin,2010,821117.3333333334,9
2010-10-01,Austin,2010,822980.25,10
2010-11-01,Austin,2010,824843.1666666666,11
2010-12-01,Austin,2010,826706.0833333334,12
2011-01-01,Austin,2011,828569.0,1
2011-02-01,Austin,2011,830742.9166666666,2
2011-03-01,Austin,2011,832916.8333333334,3
2011-04-01,Austin,2011,835090.75,4
2011-05-01,Austin,2011,837264.6666666666,5
2011-06-01,Austin,2011,839438.5833333334,6
2011-07-01,Austin,2011,841612.5,7
2011-08-01,Austin,2011,843786.4166666666,8
2011-09-01,Austin,2011,845960.3333333334,9
2011-10-01,Austin,2011,848134.25,10
2011-11-01,Austin,2011,850308.1666666666,11
2011-12-01,Austin,2011,852482.0833333334,12
2012-01-01,Austin,2012,854656.0,1
2012-02-01,Austin,2012,856371.4166666666,2
2012-03-01,Austin,2012,858086.8333333334,3
2012-04-01,Austin,2012,859802.25,4
2012-05-01,Austin,2012,861517.6666666666,5
2012-06-01,Austin,2012,863233.0833333334,6
2012-07-01,Austin,2012,864948.5,7
2012-08-01,Austin,2012,866663.9166666666,8
2012-09-01,Austin,2012,868379.3333333334,9
2012-10-01,Austin,2012,870094.75,10
2012-11-01,Austin,2012,871810.1666666666,11
2012-12-01,Austin,2012,873525.5833333334,12
2013-01-01,Austin,2013,875241.0,1
2013-02-01,Austin,2013,877426.1666666666,2
2013-03-01,Austin,2013,879611.3333333334,3
2013-04-01,Austin,2013,881796.5,4
2013-05-01,Austin,2013,883981.6666666666,5
2013-06-01,Austin,2013,886166.8333333334,6
2013-07-01,Austin,2013,888352.0,7
2013-08-01,Austin,2013,890537.1666666666,8
2013-09-01,Austin,2013,892722.3333333334,9
2013-10-01,Austin,2013,894907.5,10
2013-11-01,Austin,2013,897092.6666666666,11
2013-12-01,Austin,2013,899277.8333333334,12
2014-01-01,Austin,2014,901463.0,1
2014-02-01,Austin,2014,903128.75,2
2014-03-01,Austin,2014,904794.5,3
2014-04-01,Austin,2014,906460.25,4
2014-05-01,Austin,2014,908126.0,5
2014-06-01,Austin,2014,909791.75,6
2014-07-01,Austin,2014,911457.5,7
2014-08-01,Austin,2014,913123.25,8
2014-09-01,Austin,2014,914789.0,9
2014-10-01,Austin,2014,916454.75,10
2014-11-01,Austin,2014,918120.5,11
2014-12-01,Austin,2014,919786.25,12
2015-01-01,Austin,2015,921452.0,1
2015-02-01,Austin,2015,922979.1666666666,2
2015-03-01,Austin,2015,924506.3333333334,3
